Fecha,Orcas,Link,Orca,Lugar,Latitud,Longitud,Nombre,Número,Madre,Sexo,Varadora,Grupo
2025-06-29,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DLgALM1pM7m/,Pao,Caleta Valdés,-42.469632,-63.609435,Pao,PTN-006,Ishtar,♂,Sí,Grupo de Llen
2025-06-29,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DLgALM1pM7m/,Shekei,Caleta Valdés,-42.469632,-63.609435,Shekei,PTN-018,Ishtar,♀,Sí,Grupo de Llen
2025-06-29,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DLgALM1pM7m/,Konke,Caleta Valdés,-42.469632,-63.609435,Konke,PTN-022,Jazmín,♀,Sí,Grupo de Jazmín
2025-06-29,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DLgALM1pM7m/,Nova,Caleta Valdés,-42.469632,-63.609435,Nova,PTN-035,Konke,♂,No,Grupo de Jazmín
2025-06-29,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DLgALM1pM7m/,Cría Konke,Caleta Valdés,-42.469632,-63.609435,Cría Konke,PTN-038,Konke,♂,No,Grupo de Jazmín
2025-06-28,"Jazmín, Shotel, Llen, Auka, Morgan, Cría Jazmín",https://www.instagram.com/p/DLdWJ0xprgY/?img_index=1,Jazmín,Punta Norte,-42.078426,-63.757298,Jazmín,PTN-002,Ishtar,♀,Sí,Grupo de Jazmín
2025-06-28,"Jazmín, Shotel, Llen, Auka, Morgan, Cría Jazmín",https://www.instagram.com/p/DLdWJ0xprgY/?img_index=1,Shotel,Punta Norte,-42.078426,-63.757298,Shotel,PTN-026,Llen,♀,Sí,Grupo de Llen
2025-06-28,"Jazmín, Shotel, Llen, Auka, Morgan, Cría Jazmín",https://www.instagram.com/p/DLdWJ0xprgY/?img_index=1,Llen,Punta Norte,-42.078426,-63.757298,Llen,PTN-010,Ishtar,♀,Sí,Grupo de Llen
2025-06-28,"Jazmín, Shotel, Llen, Auka, Morgan, Cría Jazmín",https://www.instagram.com/p/DLdWJ0xprgY/?img_index=1,Auka,Punta Norte,-42.078426,-63.757298,Auka,PTN-029,Jazmín,,Sí,Grupo de Jazmín
2025-06-28,"Jazmín, Shotel, Llen, Auka, Morgan, Cría Jazmín",https://www.instagram.com/p/DLdWJ0xprgY/?img_index=1,Morgan,Punta Norte,-42.078426,-63.757298,Morgan,PTN-036,Jazmín,,No,Grupo de Jazmín
2025-06-28,"Jazmín, Shotel, Llen, Auka, Morgan, Cría Jazmín",https://www.instagram.com/p/DLdWJ0xprgY/?img_index=1,Cría Jazmín,Punta Norte,-42.078426,-63.757298,Cría Jazmín,PTN-039,Jazmín,,No,Grupo de Jazmín
2025-06-21,"Shekei, Konke, Pao, Cría Konke, Nova",https://www.instagram.com/p/DLNPytOtpme/?img_index=1,Shekei,Punta Bermeja,-41.155329828599186,-63.12654479114244,Shekei,PTN-018,Ishtar,♀,Sí,Grupo de Llen
2025-06-21,"Shekei, Konke, Pao, Cría Konke, Nova",https://www.instagram.com/p/DLNPytOtpme/?img_index=1,Konke,Punta Bermeja,-41.155329828599186,-63.12654479114244,Konke,PTN-022,Jazmín,♀,Sí,Grupo de Jazmín
2025-06-21,"Shekei, Konke, Pao, Cría Konke, Nova",https://www.instagram.com/p/DLNPytOtpme/?img_index=1,Pao,Punta Bermeja,-41.155329828599186,-63.12654479114244,Pao,PTN-006,Ishtar,♂,Sí,Grupo de Llen
2025-06-21,"Shekei, Konke, Pao, Cría Konke, Nova",https://www.instagram.com/p/DLNPytOtpme/?img_index=1,Cría Konke,Punta Bermeja,-41.155329828599186,-63.12654479114244,Cría Konke,PTN-038,Konke,♂,No,Grupo de Jazmín
2025-06-21,"Shekei, Konke, Pao, Cría Konke, Nova",https://www.instagram.com/p/DLNPytOtpme/?img_index=1,Nova,Punta Bermeja,-41.155329828599186,-63.12654479114244,Nova,PTN-035,Konke,♂,No,Grupo de Jazmín
2025-06-19,"Shekei, Pao, Konke, Nova, Cría Konke",https://www.instagram.com/p/DLGkco5pfXN/?img_index=118/6/2025,Shekei,Punta Bermeja,-41.155329828599186,-63.12654479114244,Shekei,PTN-018,Ishtar,♀,Sí,Grupo de Llen
2025-06-19,"Shekei, Pao, Konke, Nova, Cría Konke",https://www.instagram.com/p/DLGkco5pfXN/?img_index=118/6/2025,Pao,Punta Bermeja,-41.155329828599186,-63.12654479114244,Pao,PTN-006,Ishtar,♂,Sí,Grupo de Llen
2025-06-19,"Shekei, Pao, Konke, Nova, Cría Konke",https://www.instagram.com/p/DLGkco5pfXN/?img_index=118/6/2025,Konke,Punta Bermeja,-41.155329828599186,-63.12654479114244,Konke,PTN-022,Jazmín,♀,Sí,Grupo de Jazmín
2025-06-19,"Shekei, Pao, Konke, Nova, Cría Konke",https://www.instagram.com/p/DLGkco5pfXN/?img_index=118/6/2025,Nova,Punta Bermeja,-41.155329828599186,-63.12654479114244,Nova,PTN-035,Konke,♂,No,Grupo de Jazmín
2025-06-19,"Shekei, Pao, Konke, Nova, Cría Konke",https://www.instagram.com/p/DLGkco5pfXN/?img_index=118/6/2025,Cría Konke,Punta Bermeja,-41.155329828599186,-63.12654479114244,Cría Konke,PTN-038,Konke,♂,No,Grupo de Jazmín
2025-06-18,"Jazmín, Shotel, Llen, Auka, Morgan, Cría Jazmín",https://www.instagram.com/p/DLCi0ywO4mi/?img_index=1,Jazmín,Punta Norte,-42.078426,-63.757298,Jazmín,PTN-002,Ishtar,♀,Sí,Grupo de Jazmín
2025-06-18,"Jazmín, Shotel, Llen, Auka, Morgan, Cría Jazmín",https://www.instagram.com/p/DLCi0ywO4mi/?img_index=1,Shotel,Punta Norte,-42.078426,-63.757298,Shotel,PTN-026,Llen,♀,Sí,Grupo de Llen
2025-06-18,"Jazmín, Shotel, Llen, Auka, Morgan, Cría Jazmín",https://www.instagram.com/p/DLCi0ywO4mi/?img_index=1,Llen,Punta Norte,-42.078426,-63.757298,Llen,PTN-010,Ishtar,♀,Sí,Grupo de Llen
2025-06-18,"Jazmín, Shotel, Llen, Auka, Morgan, Cría Jazmín",https://www.instagram.com/p/DLCi0ywO4mi/?img_index=1,Auka,Punta Norte,-42.078426,-63.757298,Auka,PTN-029,Jazmín,,Sí,Grupo de Jazmín
2025-06-18,"Jazmín, Shotel, Llen, Auka, Morgan, Cría Jazmín",https://www.instagram.com/p/DLCi0ywO4mi/?img_index=1,Morgan,Punta Norte,-42.078426,-63.757298,Morgan,PTN-036,Jazmín,,No,Grupo de Jazmín
2025-06-18,"Jazmín, Shotel, Llen, Auka, Morgan, Cría Jazmín",https://www.instagram.com/p/DLCi0ywO4mi/?img_index=1,Cría Jazmín,Punta Norte,-42.078426,-63.757298,Cría Jazmín,PTN-039,Jazmín,,No,Grupo de Jazmín
2025-06-09,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Pao,Punta Bermeja,-41.155329828599186,-63.12654479114244,Pao,PTN-006,Ishtar,♂,Sí,Grupo de Llen
2025-06-09,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Pao,Bahía Rosas,-41.15154564132488,-63.33435320206741,Pao,PTN-006,Ishtar,♂,Sí,Grupo de Llen
2025-06-09,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Shekei,Punta Bermeja,-41.155329828599186,-63.12654479114244,Shekei,PTN-018,Ishtar,♀,Sí,Grupo de Llen
2025-06-09,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Shekei,Bahía Rosas,-41.15154564132488,-63.33435320206741,Shekei,PTN-018,Ishtar,♀,Sí,Grupo de Llen
2025-06-09,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Konke,Punta Bermeja,-41.155329828599186,-63.12654479114244,Konke,PTN-022,Jazmín,♀,Sí,Grupo de Jazmín
2025-06-09,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Konke,Bahía Rosas,-41.15154564132488,-63.33435320206741,Konke,PTN-022,Jazmín,♀,Sí,Grupo de Jazmín
2025-06-09,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Nova,Punta Bermeja,-41.155329828599186,-63.12654479114244,Nova,PTN-035,Konke,♂,No,Grupo de Jazmín
2025-06-09,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Nova,Bahía Rosas,-41.15154564132488,-63.33435320206741,Nova,PTN-035,Konke,♂,No,Grupo de Jazmín
2025-06-09,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Cría Konke,Punta Bermeja,-41.155329828599186,-63.12654479114244,Cría Konke,PTN-038,Konke,♂,No,Grupo de Jazmín
2025-06-09,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Cría Konke,Bahía Rosas,-41.15154564132488,-63.33435320206741,Cría Konke,PTN-038,Konke,♂,No,Grupo de Jazmín
2025-06-08,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Pao,Punta Bermeja,-41.155329828599186,-63.12654479114244,Pao,PTN-006,Ishtar,♂,Sí,Grupo de Llen
2025-06-08,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Pao,Bahía Rosas,-41.15154564132488,-63.33435320206741,Pao,PTN-006,Ishtar,♂,Sí,Grupo de Llen
2025-06-08,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Shekei,Punta Bermeja,-41.155329828599186,-63.12654479114244,Shekei,PTN-018,Ishtar,♀,Sí,Grupo de Llen
2025-06-08,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Shekei,Bahía Rosas,-41.15154564132488,-63.33435320206741,Shekei,PTN-018,Ishtar,♀,Sí,Grupo de Llen
2025-06-08,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Konke,Punta Bermeja,-41.155329828599186,-63.12654479114244,Konke,PTN-022,Jazmín,♀,Sí,Grupo de Jazmín
2025-06-08,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Konke,Bahía Rosas,-41.15154564132488,-63.33435320206741,Konke,PTN-022,Jazmín,♀,Sí,Grupo de Jazmín
2025-06-08,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Nova,Punta Bermeja,-41.155329828599186,-63.12654479114244,Nova,PTN-035,Konke,♂,No,Grupo de Jazmín
2025-06-08,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Nova,Bahía Rosas,-41.15154564132488,-63.33435320206741,Nova,PTN-035,Konke,♂,No,Grupo de Jazmín
2025-06-08,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Cría Konke,Punta Bermeja,-41.155329828599186,-63.12654479114244,Cría Konke,PTN-038,Konke,♂,No,Grupo de Jazmín
2025-06-08,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Cría Konke,Bahía Rosas,-41.15154564132488,-63.33435320206741,Cría Konke,PTN-038,Konke,♂,No,Grupo de Jazmín
2025-06-07,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Pao,Punta Bermeja,-41.155329828599186,-63.12654479114244,Pao,PTN-006,Ishtar,♂,Sí,Grupo de Llen
2025-06-07,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Pao,Bahía Rosas,-41.15154564132488,-63.33435320206741,Pao,PTN-006,Ishtar,♂,Sí,Grupo de Llen
2025-06-07,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Shekei,Punta Bermeja,-41.155329828599186,-63.12654479114244,Shekei,PTN-018,Ishtar,♀,Sí,Grupo de Llen
2025-06-07,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Shekei,Bahía Rosas,-41.15154564132488,-63.33435320206741,Shekei,PTN-018,Ishtar,♀,Sí,Grupo de Llen
2025-06-07,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Konke,Punta Bermeja,-41.155329828599186,-63.12654479114244,Konke,PTN-022,Jazmín,♀,Sí,Grupo de Jazmín
2025-06-07,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Konke,Bahía Rosas,-41.15154564132488,-63.33435320206741,Konke,PTN-022,Jazmín,♀,Sí,Grupo de Jazmín
2025-06-07,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Nova,Punta Bermeja,-41.155329828599186,-63.12654479114244,Nova,PTN-035,Konke,♂,No,Grupo de Jazmín
2025-06-07,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Nova,Bahía Rosas,-41.15154564132488,-63.33435320206741,Nova,PTN-035,Konke,♂,No,Grupo de Jazmín
2025-06-07,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Cría Konke,Punta Bermeja,-41.155329828599186,-63.12654479114244,Cría Konke,PTN-038,Konke,♂,No,Grupo de Jazmín
2025-06-07,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Cría Konke,Bahía Rosas,-41.15154564132488,-63.33435320206741,Cría Konke,PTN-038,Konke,♂,No,Grupo de Jazmín
2025-06-06,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Pao,Punta Bermeja,-41.155329828599186,-63.12654479114244,Pao,PTN-006,Ishtar,♂,Sí,Grupo de Llen
2025-06-06,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Pao,Bahía Rosas,-41.15154564132488,-63.33435320206741,Pao,PTN-006,Ishtar,♂,Sí,Grupo de Llen
2025-06-06,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Shekei,Punta Bermeja,-41.155329828599186,-63.12654479114244,Shekei,PTN-018,Ishtar,♀,Sí,Grupo de Llen
2025-06-06,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Shekei,Bahía Rosas,-41.15154564132488,-63.33435320206741,Shekei,PTN-018,Ishtar,♀,Sí,Grupo de Llen
2025-06-06,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Konke,Punta Bermeja,-41.155329828599186,-63.12654479114244,Konke,PTN-022,Jazmín,♀,Sí,Grupo de Jazmín
2025-06-06,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Konke,Bahía Rosas,-41.15154564132488,-63.33435320206741,Konke,PTN-022,Jazmín,♀,Sí,Grupo de Jazmín
2025-06-06,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Nova,Punta Bermeja,-41.155329828599186,-63.12654479114244,Nova,PTN-035,Konke,♂,No,Grupo de Jazmín
2025-06-06,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Nova,Bahía Rosas,-41.15154564132488,-63.33435320206741,Nova,PTN-035,Konke,♂,No,Grupo de Jazmín
2025-06-06,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Cría Konke,Punta Bermeja,-41.155329828599186,-63.12654479114244,Cría Konke,PTN-038,Konke,♂,No,Grupo de Jazmín
2025-06-06,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Cría Konke,Bahía Rosas,-41.15154564132488,-63.33435320206741,Cría Konke,PTN-038,Konke,♂,No,Grupo de Jazmín
2025-06-02,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Pao,Punta Bermeja,-41.155329828599186,-63.12654479114244,Pao,PTN-006,Ishtar,♂,Sí,Grupo de Llen
2025-06-02,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Shekei,Punta Bermeja,-41.155329828599186,-63.12654479114244,Shekei,PTN-018,Ishtar,♀,Sí,Grupo de Llen
2025-06-02,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Konke,Punta Bermeja,-41.155329828599186,-63.12654479114244,Konke,PTN-022,Jazmín,♀,Sí,Grupo de Jazmín
2025-06-02,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Nova,Punta Bermeja,-41.155329828599186,-63.12654479114244,Nova,PTN-035,Konke,♂,No,Grupo de Jazmín
2025-06-02,"Pao, Shekei, Konke, Nova, Cría Konke",https://www.instagram.com/p/DKwvsScs9Iu/?img_index=1,Cría Konke,Punta Bermeja,-41.155329828599186,-63.12654479114244,Cría Konke,PTN-038,Konke,♂,No,Grupo de Jazmín
2025-05-21,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DJ9CRFDOAMC/,Jaluel,Punta Norte,-42.078426,-63.757298,Jaluel,PTN-019,,♂,Sí,Individuales
2025-05-21,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DJ9CRFDOAMC/,Pao,Punta Norte,-42.078426,-63.757298,Pao,PTN-006,Ishtar,♂,Sí,Grupo de Llen
2025-05-21,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DJ9CRFDOAMC/,Shekei,Punta Norte,-42.078426,-63.757298,Shekei,PTN-018,Ishtar,♀,Sí,Grupo de Llen
2025-05-21,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DJ9CRFDOAMC/,Konke,Punta Norte,-42.078426,-63.757298,Konke,PTN-022,Jazmín,♀,Sí,Grupo de Jazmín
2025-05-21,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DJ9CRFDOAMC/,Cría Konke,Punta Norte,-42.078426,-63.757298,Cría Konke,PTN-038,Konke,♂,No,Grupo de Jazmín
2025-05-21,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DJ9CRFDOAMC/,Nova,Punta Norte,-42.078426,-63.757298,Nova,PTN-035,Konke,♂,No,Grupo de Jazmín
2025-05-22,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DKCqxwnOiyI/,Jaluel,Punta Norte,-42.078426,-63.757298,Jaluel,PTN-019,,♂,Sí,Individuales
2025-05-22,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DKCqxwnOiyI/,Jaluel,Caleta Valdés,-42.469632,-63.609435,Jaluel,PTN-019,,♂,Sí,Individuales
2025-05-22,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DKCqxwnOiyI/,Pao,Punta Norte,-42.078426,-63.757298,Pao,PTN-006,Ishtar,♂,Sí,Grupo de Llen
2025-05-22,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DKCqxwnOiyI/,Pao,Caleta Valdés,-42.469632,-63.609435,Pao,PTN-006,Ishtar,♂,Sí,Grupo de Llen
2025-05-22,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DKCqxwnOiyI/,Shekei,Punta Norte,-42.078426,-63.757298,Shekei,PTN-018,Ishtar,♀,Sí,Grupo de Llen
2025-05-22,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DKCqxwnOiyI/,Shekei,Caleta Valdés,-42.469632,-63.609435,Shekei,PTN-018,Ishtar,♀,Sí,Grupo de Llen
2025-05-22,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DKCqxwnOiyI/,Konke,Punta Norte,-42.078426,-63.757298,Konke,PTN-022,Jazmín,♀,Sí,Grupo de Jazmín
2025-05-22,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DKCqxwnOiyI/,Konke,Caleta Valdés,-42.469632,-63.609435,Konke,PTN-022,Jazmín,♀,Sí,Grupo de Jazmín
2025-05-22,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DKCqxwnOiyI/,Cría Konke,Punta Norte,-42.078426,-63.757298,Cría Konke,PTN-038,Konke,♂,No,Grupo de Jazmín
2025-05-22,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DKCqxwnOiyI/,Cría Konke,Caleta Valdés,-42.469632,-63.609435,Cría Konke,PTN-038,Konke,♂,No,Grupo de Jazmín
2025-05-22,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DKCqxwnOiyI/,Nova,Punta Norte,-42.078426,-63.757298,Nova,PTN-035,Konke,♂,No,Grupo de Jazmín
2025-05-22,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DKCqxwnOiyI/,Nova,Caleta Valdés,-42.469632,-63.609435,Nova,PTN-035,Konke,♂,No,Grupo de Jazmín
2025-05-23,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DKCqxwnOiyI/,Jaluel,Punta Norte,-42.078426,-63.757298,Jaluel,PTN-019,,♂,Sí,Individuales
2025-05-23,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DKCqxwnOiyI/,Jaluel,Caleta Valdés,-42.469632,-63.609435,Jaluel,PTN-019,,♂,Sí,Individuales
2025-05-23,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DKCqxwnOiyI/,Pao,Punta Norte,-42.078426,-63.757298,Pao,PTN-006,Ishtar,♂,Sí,Grupo de Llen
2025-05-23,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DKCqxwnOiyI/,Pao,Caleta Valdés,-42.469632,-63.609435,Pao,PTN-006,Ishtar,♂,Sí,Grupo de Llen
2025-05-23,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DKCqxwnOiyI/,Shekei,Punta Norte,-42.078426,-63.757298,Shekei,PTN-018,Ishtar,♀,Sí,Grupo de Llen
2025-05-23,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DKCqxwnOiyI/,Shekei,Caleta Valdés,-42.469632,-63.609435,Shekei,PTN-018,Ishtar,♀,Sí,Grupo de Llen
2025-05-23,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DKCqxwnOiyI/,Konke,Punta Norte,-42.078426,-63.757298,Konke,PTN-022,Jazmín,♀,Sí,Grupo de Jazmín
2025-05-23,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DKCqxwnOiyI/,Konke,Caleta Valdés,-42.469632,-63.609435,Konke,PTN-022,Jazmín,♀,Sí,Grupo de Jazmín
2025-05-23,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DKCqxwnOiyI/,Cría Konke,Punta Norte,-42.078426,-63.757298,Cría Konke,PTN-038,Konke,♂,No,Grupo de Jazmín
2025-05-23,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DKCqxwnOiyI/,Cría Konke,Caleta Valdés,-42.469632,-63.609435,Cría Konke,PTN-038,Konke,♂,No,Grupo de Jazmín
2025-05-23,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DKCqxwnOiyI/,Nova,Punta Norte,-42.078426,-63.757298,Nova,PTN-035,Konke,♂,No,Grupo de Jazmín
2025-05-23,"Jaluel, Pao, Shekei, Konke, Cría Konke, Nova",https://www.instagram.com/p/DKCqxwnOiyI/,Nova,Caleta Valdés,-42.469632,-63.609435,Nova,PTN-035,Konke,♂,No,Grupo de Jazmín
2025-04-18,"Llen, Shotel",https://www.instagram.com/p/DIq-bEqRGFx/?img_index=1,Llen,Punta Norte,-42.078426,-63.757298,Llen,PTN-010,Ishtar,♀,Sí,Grupo de Llen
2025-04-18,"Llen, Shotel",https://www.instagram.com/p/DIq-bEqRGFx/?img_index=1,Shotel,Punta Norte,-42.078426,-63.757298,Shotel,PTN-026,Llen,♀,Sí,Grupo de Llen
2025-04-19,"Jazmín, Shotel, Llen, Auka, Morgan, Cría Jazmín",https://www.instagram.com/p/DIq-bEqRGFx/?img_index=1,Jazmín,Punta Norte,-42.078426,-63.757298,Jazmín,PTN-002,Ishtar,♀,Sí,Grupo de Jazmín
2025-04-19,"Jazmín, Shotel, Llen, Auka, Morgan, Cría Jazmín",https://www.instagram.com/p/DIq-bEqRGFx/?img_index=1,Shotel,Punta Norte,-42.078426,-63.757298,Shotel,PTN-026,Llen,♀,Sí,Grupo de Llen
2025-04-19,"Jazmín, Shotel, Llen, Auka, Morgan, Cría Jazmín",https://www.instagram.com/p/DIq-bEqRGFx/?img_index=1,Llen,Punta Norte,-42.078426,-63.757298,Llen,PTN-010,Ishtar,♀,Sí,Grupo de Llen
2025-04-19,"Jazmín, Shotel, Llen, Auka, Morgan, Cría Jazmín",https://www.instagram.com/p/DIq-bEqRGFx/?img_index=1,Auka,Punta Norte,-42.078426,-63.757298,Auka,PTN-029,Jazmín,,Sí,Grupo de Jazmín
2025-04-19,"Jazmín, Shotel, Llen, Auka, Morgan, Cría Jazmín",https://www.instagram.com/p/DIq-bEqRGFx/?img_index=1,Morgan,Punta Norte,-42.078426,-63.757298,Morgan,PTN-036,Jazmín,,No,Grupo de Jazmín
2025-04-19,"Jazmín, Shotel, Llen, Auka, Morgan, Cría Jazmín",https://www.instagram.com/p/DIq-bEqRGFx/?img_index=1,Cría Jazmín,Punta Norte,-42.078426,-63.757298,Cría Jazmín,PTN-039,Jazmín,,No,Grupo de Jazmín
2025-04-12,"Nova, Konke, Cría Konke, Shekei",https://www.instagram.com/p/DIhk0lzpw6l/,Nova,Costa al sur de la península,-42.81761213727033,-64.7478850493197,Nova,PTN-035,Konke,♂,No,Grupo de Jazmín
2025-04-12,"Nova, Konke, Cría Konke, Shekei",https://www.instagram.com/p/DIhk0lzpw6l/,Konke,Costa al sur de la península,-42.81761213727033,-64.7478850493197,Konke,PTN-022,Jazmín,♀,Sí,Grupo de Jazmín
